epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,103.816,3.83847,7.63465,4.01746,0.00043,0.02041,0.00022,6e-05,nan,nan,nan,0.000547729,0.000547729,0.000547729
2,163.548,4.08761,5.06503,4.08238,0.05024,0.07638,0.02104,0.00626,5.17053,116.985,6.60466,0.00109247,0.00109247,0.00109247
3,221.874,4.06335,4.71931,4.02053,0.16932,0.12081,0.06421,0.02432,nan,nan,nan,0.00162621,0.00162621,0.00162621
4,285.266,3.91537,4.5924,3.97511,0.00122,0.02041,0.00076,0.00042,7.80342,12.2405,7.41102,0.00161749,0.00161749,0.00161749
5,343.416,3.88923,4.22957,3.90329,0.32647,0.39838,0.3052,0.11817,4.23779,6.62529,4.73303,0.00160099,0.00160099,0.00160099
6,407.422,3.78589,4.09468,3.88717,0.49318,0.44835,0.43916,0.1731,3.75732,5.87122,3.969,0.00158448,0.00158448,0.00158448
7,466.759,3.67374,3.82851,3.74653,0.40893,0.45679,0.38449,0.14918,4.11077,5.76081,4.50351,0.00156798,0.00156798,0.00156798
8,524.662,3.68902,3.83662,3.70628,0.43087,0.50794,0.41004,0.16835,3.94424,3.6619,4.36423,0.00155148,0.00155148,0.00155148
9,582.426,3.58555,3.55913,3.62508,0.42968,0.52318,0.42451,0.17343,3.87063,3.62097,4.13687,0.00153497,0.00153497,0.00153497
10,640.455,3.55824,3.55747,3.65926,0.55986,0.48326,0.52639,0.22423,3.72178,3.78242,4.03155,0.00151847,0.00151847,0.00151847
11,700.378,3.46072,3.37743,3.58316,0.50696,0.37906,0.40268,0.15237,4.22859,3.69527,4.48501,0.00150197,0.00150197,0.00150197
12,758.605,3.56262,3.28198,3.62481,0.5066,0.54176,0.48552,0.19577,4.09258,3.74372,4.34523,0.00148546,0.00148546,0.00148546
13,816.223,3.53093,3.26508,3.60741,0.64121,0.4572,0.51631,0.20213,4.0712,3.17057,4.25543,0.00146896,0.00146896,0.00146896
14,874.942,3.46501,3.10286,3.52978,0.60027,0.56639,0.56566,0.2235,3.82332,2.7978,4.1143,0.00145246,0.00145246,0.00145246
15,934.287,3.39628,3.04714,3.48778,0.50942,0.60201,0.52551,0.21228,3.79175,3.17942,4.00059,0.00143595,0.00143595,0.00143595
16,993.072,3.43044,2.93688,3.50294,0.59345,0.57584,0.57267,0.22905,4.02247,2.59184,4.08496,0.00141945,0.00141945,0.00141945
17,1051.57,3.3859,2.9434,3.46656,0.55663,0.557,0.53193,0.21269,3.92028,2.995,4.10365,0.00140295,0.00140295,0.00140295
18,1109.58,3.36318,2.79761,3.45528,0.63589,0.56211,0.59808,0.25943,3.72391,2.57998,3.8551,0.00138644,0.00138644,0.00138644
19,1168.13,3.26007,2.65573,3.3705,0.64709,0.5936,0.61723,0.28707,3.71017,2.34957,3.96329,0.00136994,0.00136994,0.00136994
20,1227.92,3.22397,2.75047,3.39777,0.54748,0.6178,0.59298,0.26189,3.77646,2.59082,3.96415,0.00135344,0.00135344,0.00135344
21,1285.81,3.27775,2.68977,3.37338,0.61045,0.58546,0.62432,0.26789,3.73638,2.41394,3.96774,0.00133693,0.00133693,0.00133693
22,1343.33,3.21997,2.6219,3.34392,0.58091,0.62724,0.62841,0.26675,3.83687,2.2529,3.98104,0.00132043,0.00132043,0.00132043
23,1401.31,3.22621,2.53983,3.33613,0.6166,0.54724,0.57923,0.25243,3.78293,2.43766,4.08417,0.00130393,0.00130393,0.00130393
24,1459.96,3.17257,2.47128,3.30733,0.66206,0.60532,0.65572,0.28513,3.77681,2.24139,4.05387,0.00128742,0.00128742,0.00128742
25,1519.04,3.08294,2.37572,3.25252,0.6663,0.613,0.62324,0.27031,3.7591,2.21798,4.05218,0.00127092,0.00127092,0.00127092
26,1576.65,3.13326,2.38141,3.26979,0.711,0.67505,0.71142,0.31723,3.7273,2.106,4.05156,0.00125442,0.00125442,0.00125442
27,1635.93,3.07424,2.23846,3.24056,0.67654,0.56369,0.6368,0.26913,3.96924,2.17446,4.07281,0.00123791,0.00123791,0.00123791
28,1694.23,3.10862,2.30769,3.20478,0.64733,0.56022,0.58953,0.25714,3.78942,2.33456,3.97026,0.00122141,0.00122141,0.00122141
29,1753.22,3.04837,2.28736,3.21643,0.69453,0.64438,0.66235,0.27802,3.87757,2.24237,3.98047,0.00120491,0.00120491,0.00120491
30,1810.49,2.98055,2.21456,3.13737,0.64091,0.69237,0.67035,0.28894,3.64108,2.13272,3.97124,0.0011884,0.0011884,0.0011884
31,1868.31,2.98806,2.23093,3.16631,0.68263,0.57042,0.63486,0.2889,3.88516,2.10594,4.14771,0.0011719,0.0011719,0.0011719
32,1925.9,2.89769,2.07839,3.11701,0.68842,0.68844,0.69305,0.30887,3.67459,1.93956,3.90419,0.0011554,0.0011554,0.0011554
33,1984.52,2.8805,2.12392,3.06057,0.66921,0.66217,0.65796,0.28841,3.77999,2.09134,3.9907,0.00113889,0.00113889,0.00113889
34,2042.18,2.91022,2.0756,3.08875,0.66082,0.66654,0.696,0.31204,3.65498,2.0386,3.9933,0.00112239,0.00112239,0.00112239
35,2099.74,2.84947,2.0466,3.08614,0.65974,0.69943,0.67812,0.29121,3.93269,1.92959,4.24697,0.00110589,0.00110589,0.00110589
36,2157.75,2.81689,2.021,3.04702,0.67739,0.68871,0.70526,0.2854,3.76064,2.18374,3.99528,0.00108938,0.00108938,0.00108938
37,2216.5,2.84242,2.03504,3.02768,0.75578,0.63376,0.69104,0.3045,3.59402,2.11307,3.90042,0.00107288,0.00107288,0.00107288
38,2274.12,2.75616,1.8679,2.99862,0.69624,0.65673,0.69436,0.30982,3.68417,2.20032,3.98156,0.00105638,0.00105638,0.00105638
39,2331.59,2.71919,1.95548,3.00854,0.64038,0.67412,0.64839,0.29676,3.62779,2.00567,3.97391,0.00103987,0.00103987,0.00103987
40,2389.21,2.68579,1.89721,2.98809,0.70076,0.64382,0.67069,0.31037,3.70542,2.2091,4.00361,0.00102337,0.00102337,0.00102337
41,2447.72,2.71387,1.90276,3.01984,0.76282,0.67424,0.68484,0.29231,3.80403,1.99891,4.12758,0.00100687,0.00100687,0.00100687
42,2506.17,2.68197,1.86852,2.9483,0.70874,0.68878,0.69279,0.31062,3.69557,1.88058,4.08871,0.000990365,0.000990365,0.000990365
43,2563.72,2.64614,1.81914,2.93988,0.69232,0.6814,0.7276,0.32536,3.69513,1.93984,4.02686,0.000973861,0.000973861,0.000973861
44,2628.94,2.59592,1.71181,2.87501,0.68892,0.73066,0.69394,0.30756,3.71484,2.09733,4.03799,0.000957358,0.000957358,0.000957358
45,2686.54,2.50938,1.71269,2.83886,0.75728,0.66499,0.71786,0.32263,3.77475,1.9218,4.10694,0.000940855,0.000940855,0.000940855
46,2744.32,2.57345,1.73522,2.89226,0.71898,0.68531,0.71215,0.32402,3.61559,1.85605,3.91283,0.000924352,0.000924352,0.000924352
47,2802.04,2.51757,1.73479,2.85358,0.80065,0.67403,0.71862,0.32117,3.79105,1.85422,4.22555,0.000907848,0.000907848,0.000907848
48,2860.74,2.50536,1.73772,2.84999,0.7133,0.64746,0.69218,0.30752,3.90753,2.04448,4.21879,0.000891345,0.000891345,0.000891345
49,2919.15,2.42878,1.61017,2.77756,0.77842,0.63773,0.70969,0.32262,3.72387,1.93751,4.12151,0.000874842,0.000874842,0.000874842
50,2976.51,2.423,1.61211,2.73872,0.7756,0.61433,0.71307,0.32676,3.66589,2.06777,4.2131,0.000858338,0.000858338,0.000858338
51,3034.37,2.41187,1.61655,2.71409,0.71992,0.64351,0.68391,0.30602,3.65967,1.83561,4.11042,0.000841835,0.000841835,0.000841835
52,3092.62,2.36405,1.62387,2.74414,0.72748,0.64195,0.70583,0.30617,3.81565,2.01829,4.37534,0.000825332,0.000825332,0.000825332
53,3151.29,2.38081,1.60905,2.73384,0.69904,0.70967,0.70075,0.30609,3.85493,1.98267,4.2127,0.000808828,0.000808828,0.000808828
54,3208.96,2.30105,1.5551,2.71968,0.76937,0.64214,0.71586,0.32115,3.66959,1.92361,4.11917,0.000792325,0.000792325,0.000792325
55,3266.57,2.26575,1.49717,2.6669,0.74199,0.651,0.68025,0.31948,3.68151,1.98768,4.21195,0.000775822,0.000775822,0.000775822
56,3324.15,2.30475,1.53224,2.69712,0.76611,0.58254,0.66517,0.29765,3.734,2.22758,4.15391,0.000759318,0.000759318,0.000759318
57,3382.45,2.24649,1.4591,2.63289,0.76074,0.64853,0.68313,0.31121,3.67939,2.00342,4.24201,0.000742815,0.000742815,0.000742815
58,3440.78,2.21867,1.47568,2.64419,0.7218,0.70788,0.71701,0.33186,3.64738,2.0635,4.31444,0.000726312,0.000726312,0.000726312
59,3499.36,2.23843,1.46573,2.63548,0.76569,0.65336,0.70831,0.31758,3.75952,1.99926,4.28758,0.000709809,0.000709809,0.000709809
60,3556.85,2.14491,1.382,2.60087,0.66725,0.65168,0.7077,0.3302,3.6389,2.08635,4.19968,0.000693305,0.000693305,0.000693305
61,3614.4,2.14696,1.39748,2.59271,0.74945,0.68254,0.71089,0.33056,3.68595,1.99494,4.32859,0.000676802,0.000676802,0.000676802
62,3672.19,2.11178,1.34054,2.54776,0.70795,0.70723,0.72657,0.34615,3.61763,1.96629,4.23611,0.000660299,0.000660299,0.000660299
63,3736.38,2.06388,1.37591,2.52856,0.80241,0.66138,0.71795,0.32809,3.66001,1.94236,4.16346,0.000643795,0.000643795,0.000643795
64,3794.25,2.09275,1.38461,2.52859,0.79907,0.66977,0.72264,0.32521,3.68783,1.98862,4.30924,0.000627292,0.000627292,0.000627292
65,3853.23,2.08161,1.35787,2.5201,0.65328,0.70263,0.70574,0.32095,3.76256,2.05853,4.29243,0.000610789,0.000610789,0.000610789
66,3911.05,2.03463,1.31321,2.47571,0.75258,0.67486,0.69564,0.31945,3.73717,1.85353,4.37507,0.000594286,0.000594286,0.000594286
67,3968.5,2.03921,1.25932,2.49502,0.75015,0.66742,0.74641,0.33374,3.77892,1.91819,4.33759,0.000577782,0.000577782,0.000577782
68,4026.07,2.05258,1.32766,2.5039,0.76014,0.64042,0.71537,0.32937,3.60175,2.11806,4.18293,0.000561279,0.000561279,0.000561279
69,4085.22,1.96999,1.2618,2.45672,0.68923,0.66814,0.71353,0.31712,3.80335,2.03877,4.52605,0.000544776,0.000544776,0.000544776
70,4143.6,1.94871,1.22061,2.44337,0.73771,0.68934,0.74535,0.3248,3.77036,1.99645,4.4247,0.000528272,0.000528272,0.000528272
71,4201.17,1.95335,1.26146,2.41972,0.70082,0.65659,0.71922,0.32361,3.76742,2.11874,4.54137,0.000511769,0.000511769,0.000511769
72,4259.52,1.89648,1.21528,2.3935,0.81597,0.65592,0.75202,0.34535,3.52963,1.9875,4.18382,0.000495266,0.000495266,0.000495266
73,4319.19,1.86943,1.208,2.40453,0.81655,0.66622,0.74705,0.33812,3.79706,1.90827,4.41429,0.000478762,0.000478762,0.000478762
74,4378.42,1.88166,1.21735,2.41383,0.73976,0.66168,0.75002,0.33828,3.75672,2.06455,4.4568,0.000462259,0.000462259,0.000462259
75,4436.97,1.84471,1.20153,2.3934,0.7788,0.65508,0.74776,0.33958,3.69885,1.89067,4.50561,0.000445756,0.000445756,0.000445756
76,4494.92,1.80886,1.15464,2.35993,0.75712,0.66544,0.74666,0.34624,3.60753,1.98286,4.38411,0.000429253,0.000429253,0.000429253
77,4557.71,1.76804,1.09321,2.32164,0.82229,0.63327,0.74454,0.34644,3.64343,2.03739,4.36703,0.000412749,0.000412749,0.000412749
78,4616.52,1.76843,1.13757,2.32915,0.78849,0.63681,0.73499,0.35076,3.74125,2.02637,4.4832,0.000396246,0.000396246,0.000396246
79,4675.52,1.76762,1.13368,2.30599,0.76644,0.64827,0.71949,0.32817,3.71627,2.02569,4.59443,0.000379743,0.000379743,0.000379743
80,4733.28,1.75096,1.12805,2.30119,0.71199,0.67788,0.7101,0.32691,3.75996,1.99215,4.56219,0.000363239,0.000363239,0.000363239
81,4791.51,1.70745,1.10364,2.30862,0.78275,0.6389,0.73619,0.34016,3.67029,2.06441,4.4824,0.000346736,0.000346736,0.000346736
82,4849.64,1.74138,1.11652,2.30663,0.808,0.65014,0.72196,0.32871,3.72406,1.93634,4.53539,0.000330233,0.000330233,0.000330233
83,4908.65,1.6838,1.07325,2.2781,0.72049,0.71593,0.74623,0.33642,3.71575,1.95856,4.56867,0.000313729,0.000313729,0.000313729
84,4966.21,1.63782,1.05307,2.28003,0.73108,0.67914,0.73339,0.33694,3.73342,1.97828,4.69272,0.000297226,0.000297226,0.000297226
85,5023.85,1.62661,1.03979,2.25106,0.71772,0.72792,0.74957,0.33708,3.69738,1.8717,4.6015,0.000280723,0.000280723,0.000280723
86,5081.16,1.6803,1.08886,2.28977,0.80543,0.66061,0.7331,0.32809,3.70723,1.94391,4.54351,0.00026422,0.00026422,0.00026422
87,5139.8,1.58008,1.00825,2.22497,0.75543,0.68171,0.75179,0.33685,3.65592,2.00549,4.58061,0.000247716,0.000247716,0.000247716
88,5197.94,1.61797,1.04941,2.22042,0.80338,0.66213,0.72942,0.33445,3.66484,2.05827,4.51319,0.000231213,0.000231213,0.000231213
89,5255.7,1.58445,1.0247,2.23458,0.72549,0.73318,0.74141,0.33521,3.70478,1.92661,4.66215,0.00021471,0.00021471,0.00021471
90,5313.28,1.56946,1.00892,2.20502,0.72448,0.70727,0.73081,0.33409,3.70299,1.95199,4.65355,0.000198206,0.000198206,0.000198206
91,5373.21,1.41825,0.73973,2.141,0.81076,0.68191,0.75751,0.33897,3.68919,1.95209,4.66195,0.000181703,0.000181703,0.000181703
92,5432.69,1.3632,0.68764,2.09323,0.76293,0.70509,0.74053,0.33864,3.70193,1.94287,4.74996,0.0001652,0.0001652,0.0001652
93,5491.58,1.35571,0.70249,2.11142,0.79676,0.6556,0.74059,0.34839,3.72916,1.92221,4.81582,0.000148696,0.000148696,0.000148696
94,5549.12,1.34751,0.69093,2.0818,0.76053,0.67022,0.746,0.35072,3.68121,1.88056,4.72581,0.000132193,0.000132193,0.000132193
95,5612.77,1.29023,0.64525,2.06443,0.76304,0.68216,0.74882,0.34818,3.6632,1.87897,4.66955,0.00011569,0.00011569,0.00011569
96,5670.66,1.3001,0.65727,2.06994,0.76141,0.67985,0.7341,0.33793,3.67069,1.94714,4.65037,9.91865e-05,9.91865e-05,9.91865e-05
97,5729.13,1.26382,0.64709,2.03414,0.80449,0.67637,0.74949,0.35076,3.66139,1.89145,4.72406,8.26832e-05,8.26832e-05,8.26832e-05
98,5792.64,1.25937,0.65558,2.05214,0.7699,0.67019,0.7312,0.34221,3.67397,1.95074,4.73845,6.61799e-05,6.61799e-05,6.61799e-05
99,5850,1.23529,0.62761,2.01499,0.76861,0.66918,0.73085,0.34298,3.63034,1.97257,4.71138,4.96766e-05,4.96766e-05,4.96766e-05
100,5907.57,1.23299,0.62539,2.01479,0.76439,0.68344,0.7321,0.34524,3.662,1.91549,4.73845,3.31733e-05,3.31733e-05,3.31733e-05
